,Granularity,Iteration,Euclidean_mean,Euclidean_median,Euclidean_std,Corr_mean,Corr_median,Corr_std,Recon_errorA,Recon_errorB
0,2,1,30.762140809618447,28.981857007657716,10.705076536197327,0.4448731020568744,0.5690842288525859,0.3975960784505026,6478.066045823428,6582.465759252796
0,2,2,13.889722887316706,12.681358654714218,5.530126447368205,0.8916055088960211,0.9373551621695135,0.11959455028133563,6544.445327025813,6523.234700343686
0,2,3,28.4071012980358,27.75178432628087,8.941724739141883,0.5452373797370583,0.6308722217608896,0.3533814311446414,6506.266017743162,6552.0932507706675
0,2,4,16.86916149836469,15.79968268535158,7.00262626472824,0.8611185453383171,0.9102635900618418,0.17014389271334257,6426.016256054802,6668.062815098378
0,2,5,14.342288435925008,12.885589437896982,5.801606690152128,0.8930006110383448,0.9312579546806264,0.11824299986270416,6514.967664302429,6547.158618897254
0,2,6,23.74476471486233,23.453274557598757,7.825373333085144,0.6186227507815719,0.7102174761890034,0.3373470193229152,6427.236960812176,6657.828157340322
0,2,7,14.00023529002411,13.125044453593308,4.718229731415356,0.8810636006036048,0.9307771252160582,0.13253490515101743,6677.586988601773,6408.881406652476
0,2,8,25.038001410281456,24.029357093007334,8.057401487853893,0.5298533513335898,0.6239626287494393,0.33504148170154036,6713.28333896378,6369.566376101495
0,2,9,13.26809407812523,12.850416023203058,5.351046286882037,0.8622983447513011,0.9064362744438701,0.15248997739605455,6523.699515722011,6544.759450748996
0,2,10,22.263003458987427,20.18742548313665,8.827361275720344,0.6702433341862886,0.7374479164596158,0.30455902892506104,6689.231653450129,6403.221844548671
0,4,1,19.113143538560575,18.47234505484494,5.120027518559255,0.8613977516609813,0.8861937366788377,0.08515897192967058,6101.446969875848,6210.9452720102745
0,4,2,18.41244140930985,17.423141394151088,5.7405653126964085,0.8142629026463638,0.8553349778380264,0.12697478888405697,6185.287334074132,6126.696883357073
0,4,3,16.845854899378676,16.39210701586591,3.934356090688224,0.8368223656232091,0.8627097759881035,0.1125975297680145,6135.020291681258,6177.803992814092
0,4,4,23.68220206242098,23.13221648700807,7.02408749753086,0.7475400594435749,0.7753001177718247,0.15972088225421907,6066.523544421859,6272.9761952939925
0,4,5,22.70314255771873,21.593720908223595,5.930020998042458,0.8116793020899572,0.8328878062802478,0.08755195728090807,6131.996066644188,6173.770068204066
0,4,6,14.254442561392938,13.825170597476443,3.675992693960376,0.8890063288520909,0.9105790925832351,0.07267031747855833,6050.75638859449,6290.3965778726115
0,4,7,24.917386183025126,23.39032442670438,8.05148620647289,0.73047746102545,0.7937288467604597,0.18962955840831444,6292.581515858825,6034.408193847753
0,4,8,26.491167078860244,24.15947947821914,9.917029215368466,0.8182665309102888,0.870985556638917,0.14909576773211097,6336.250618026685,5998.427923983116
0,4,9,22.88976513526647,22.476798505577293,6.541267270301966,0.698864563783036,0.754313978566626,0.19450835158416158,6140.569921018276,6164.111646991218
0,4,10,19.354219929874258,18.43782344959861,6.097113072356426,0.8088010180116919,0.8679994165636393,0.15509240681654504,6296.394446328662,6040.511700078888
0,6,1,23.413804114672722,22.086853542024386,6.077171596862374,0.7928656009016875,0.8246671709914186,0.10076800120081762,5839.426814161718,5957.584728199596
0,6,2,24.58116618481533,23.15746239891424,6.29142049465498,0.7013225776892813,0.7164938184173669,0.11327412662517974,5925.310225448283,5871.9355731575215
0,6,3,16.893876734950577,16.51356300633836,3.9315985223212957,0.8636478247433669,0.8898431847204639,0.08762145748822867,5880.8762270532625,5918.773434053301
0,6,4,17.895942060131333,17.2332843816383,4.941251279550583,0.8781557093547252,0.9047854383955692,0.07897578132021077,5826.754942951523,6001.242896570761
0,6,5,24.11366063117536,23.017237195248704,6.801919073181037,0.8038122673098299,0.8299863928739402,0.10273093215199815,5875.748627081016,5916.498314391215
0,6,6,21.209782980531134,20.87178265978404,4.919445717117023,0.8067993812693641,0.8222490403312606,0.09957544848139516,5793.7910794548925,6030.121005785026
0,6,7,26.70279104162817,24.478189386636956,8.927881343671967,0.738378653873592,0.7725982375976563,0.14387040689902486,6030.101089684775,5784.692717379103
0,6,8,27.19947333496573,25.063435492913925,9.855484213861644,0.7500800059068594,0.7846191926218344,0.13241659325108945,6075.245888608879,5747.9926817074265
0,6,9,17.02357697401796,16.27530017879861,4.623431688277238,0.8712063408659231,0.8959181810627169,0.08467653947546853,5901.230653889127,5907.983482738662
0,6,10,21.081812325031674,20.240665921819783,5.132176995450442,0.8188229901409491,0.843640085830734,0.09072728519522916,6031.856466662663,5790.811253781236
0,8,1,24.87718546465505,24.165476186762852,5.574957889269552,0.7648309823602344,0.801470346649875,0.11526638271820856,5627.50049268607,5731.059675766454
0,8,2,22.685784823414565,21.296251600337108,6.1740202132290785,0.8181999401062295,0.8375008171479066,0.08742727528565279,5700.581637453432,5666.111705207772
0,8,3,22.710005281582504,22.026241043613492,6.317637437653479,0.8012479798798834,0.8278302591978728,0.10345222172801473,5666.710826823134,5701.305909844785
0,8,4,21.932400134544604,21.86866800131094,5.108639079186739,0.798186773644974,0.8220260812898248,0.10036112872499485,5607.883311018179,5779.069912358037
0,8,5,25.303383489943638,24.856877041048488,7.204020736658856,0.8033758651305359,0.8342523158522892,0.10040511602212869,5666.907772955356,5689.646781574624
0,8,6,28.017602636847208,25.65165371032132,9.422943084292775,0.749213902115865,0.7816800421989964,0.1429102408551428,5587.444083138092,5804.580511739878
0,8,7,23.43309226153054,22.946815146181812,5.357559739078022,0.8147326431096222,0.8340315212425669,0.09631731614947137,5815.199526125791,5567.845062632654
0,8,8,24.139677207517018,23.856681320411788,5.869576870431299,0.7925106491143105,0.8223469971655755,0.11629640156154773,5859.9049944993385,5529.818350979786
0,8,9,19.170704121953392,18.437958985853506,4.453811002224364,0.8417584249690847,0.8564462056371993,0.07818756077193552,5680.440308590465,5690.80734087015
0,8,10,18.833171456995586,18.100016347612854,4.022510758131396,0.8510164273927054,0.8686593819750457,0.07698343338629206,5807.467673718193,5579.006123272541
0,10,1,26.77188470909555,26.125483428390453,5.39557420302139,0.735945682058716,0.7673073104609215,0.11536689625857188,5456.1954907973395,5556.830738238715
0,10,2,21.705501708648377,21.017028691940293,4.4160326505254766,0.8101164031988166,0.8179820570970369,0.05942595909523143,5532.9182257385055,5490.420124236629
0,10,3,22.20206184960745,21.1436431277449,5.101293569353152,0.7548021686281124,0.7759260999483398,0.09601695119100012,5492.406093030642,5529.776836443905
0,10,4,24.58079129001735,23.693985740834513,5.203689764012176,0.7618689258401309,0.7796648667817003,0.0935689460213671,5436.79778479815,5609.772311235446
0,10,5,28.677088537601087,27.73777812418993,6.891553522391544,0.7381258962469219,0.7548704390989671,0.08857351697390994,5494.8795695095805,5518.525347782773
0,10,6,22.923715090280936,22.216971019322983,4.22805642756055,0.7737370573804568,0.789316357065726,0.07890624032710367,5411.4091385865795,5644.395864005905
0,10,7,23.081252947437175,22.475718023382314,4.365174045818001,0.7738226597781451,0.781302176930812,0.08199225354840652,5644.084717131058,5395.343517569513
0,10,8,22.74772750057914,22.341348483305694,4.327608331092794,0.8000894939826599,0.8198895309293994,0.08648407796138372,5676.580853154537,5367.625678396508
0,10,9,20.892988726782747,20.571311694380753,4.6679128584625955,0.8191459217694039,0.8275145415077498,0.07351755749146091,5504.85350470139,5520.367911893441
0,10,10,21.619074973919236,20.80302111517569,5.3282127511961415,0.8076783021448776,0.8192903729922083,0.07466834109786191,5629.275255956402,5408.831528651498
0,12,1,25.89524265639636,25.18740155999444,5.265711978644195,0.6935078649786174,0.6990301070480808,0.08194001140459656,5303.793944002899,5409.0557391236825
0,12,2,27.01844056410629,26.508598267702546,5.477257204439078,0.7163421566207959,0.7375647180735787,0.09591464109948998,5379.914883859253,5339.246638701248
0,12,3,24.0269527293178,23.482657723182932,4.966434094814589,0.7349804609641497,0.7538979328014525,0.0900578102044367,5338.011166363335,5384.901233045957
0,12,4,26.760377646268527,25.894476504044064,5.42833365179568,0.7644935379303667,0.7746476437007368,0.07560431088216545,5288.187568177572,5454.9245415756295
0,12,5,29.230908980882838,28.082126867900246,6.595378280289093,0.7152703470562536,0.7253424146463527,0.08414647778620885,5345.5961909546095,5370.5549019643895
0,12,6,27.851735840767763,27.276460296425938,6.372890753833967,0.6875505436891327,0.7014226371010658,0.10276736433706399,5259.308187744461,5496.226307852
0,12,7,25.07875445080874,24.244586214420785,4.881410034909766,0.713941964019014,0.7261371640391556,0.09279047139356306,5499.985149364299,5240.900816860092
0,12,8,26.226825303152076,25.609110212539157,5.797439172533229,0.6523263646435575,0.6655215964337209,0.11571549599686996,5521.225922301629,5225.823241469241
0,12,9,25.61731507519537,25.425329351753142,4.935384330983502,0.7387134029134383,0.7513123669064516,0.07997749978611747,5348.357532471009,5373.217851099868
0,12,10,24.443419207778383,23.736315091189283,5.367797450474804,0.7648138595380102,0.7710359982909443,0.07649680613264231,5479.72701090004,5263.7767570511905
0,14,1,29.657065703380653,29.364805950073034,5.245237734060644,0.6493064581820018,0.6607486914729084,0.10249424645038255,5173.05063568094,5273.410258866059
0,14,2,28.40528297412063,27.8884567427625,5.248588063518516,0.6455478661234643,0.6643804672532757,0.11059755613573408,5247.293308954105,5208.23043175207
0,14,3,23.89809153094633,23.249724347516427,4.261657288397165,0.7253005727872531,0.7382514970164227,0.07559848896264197,5197.637081887581,5250.836974267619
0,14,4,27.314024038660012,26.78460964963582,4.574289035187214,0.7353031581140878,0.7558854423111183,0.09799852549992114,5154.948274217985,5320.671068755568
0,14,5,25.655860145286546,25.056556830628285,4.608823884092691,0.7241926178519125,0.7430239282698714,0.09927859143781533,5206.583209835605,5239.216922762029
0,14,6,25.807468249095194,25.302107477252026,4.955332341908535,0.7276184268623722,0.74093611349796,0.08899074775529912,5125.678060151213,5357.131193498976
0,14,7,26.342244719819753,25.628496373896112,4.910556273850489,0.7129263603353369,0.7317902427522106,0.09343623710004906,5367.502600405487,5104.453175563758
0,14,8,29.140074819271575,28.120316137700847,6.524398242819975,0.6315272634180077,0.6495288668046622,0.12003139338776575,5383.880067044515,5092.087616396703
0,14,9,24.640544341175634,24.00767943968632,4.74952325056284,0.7370968396983998,0.7462392119213339,0.08717297490206448,5208.962669639645,5240.0360217759435
0,14,10,31.340318161357615,30.296022706247008,6.913013115598585,0.7257722108642268,0.7306410649755954,0.0889503258266439,5346.970471567341,5127.619282969031
0,16,1,29.62596009196203,28.9593860904196,5.1895953918520705,0.6388817992596671,0.6490069950272861,0.09393942263922495,5050.020765799964,5148.537126545717
0,16,2,29.22142119525497,28.618860918829558,5.041745473459097,0.6510946054679118,0.6580243550701566,0.09103695871828399,5121.78826951689,5088.434657892878
0,16,3,28.21076890664001,27.59833202650804,5.422061343576161,0.6742657120393806,0.6822167697964565,0.0993218366695915,5071.3049579551125,5128.852157768762
0,16,4,27.3841851112586,26.88560241945219,5.028674951435269,0.6879746932767922,0.7036466986669199,0.10072377436712286,5033.219531647722,5194.822651596515
0,16,5,26.602731684060387,25.89662263258706,5.827055942900666,0.7007278342131631,0.7010208474571815,0.08812327092333669,5083.282512672788,5117.7065675205695
0,16,6,27.869486908500306,27.061630137193003,5.469697106217193,0.704806864597509,0.7267456646218349,0.10410417499983277,5002.803570202883,5237.219421511844
0,16,7,28.503277657156026,27.978917175245837,5.209653714676916,0.6823822168630821,0.6971249553682741,0.09566260137457955,5241.990387636831,4981.459790580453
0,16,8,26.062141605438327,25.241366540640833,5.566808593793263,0.6773013102148788,0.6942475499262178,0.10130209819770236,5260.696104137533,4970.143149450092
0,16,9,25.864391050652653,25.06777124517189,4.706593216458734,0.7288223915483292,0.7392660919855651,0.07574484383888405,5084.780437345156,5118.34987647095
0,16,10,29.795559935520142,28.846010442068867,6.0105729261401795,0.6827831522158083,0.6911562795812228,0.08270092031826073,5220.989706054426,5007.220091316399
0,18,1,30.093750210190553,29.746999221772498,5.276003273588244,0.6395270542752891,0.645605542792415,0.08330945487304213,4938.171661889142,5032.45564448605
0,18,2,29.03118960113951,28.200638212844673,5.288492808172358,0.6520216250539991,0.6735818421830677,0.11449437815086778,5006.498450801623,4976.912383651398
0,18,3,26.73184274724872,26.051097430800922,5.1278967415534105,0.6664538537525124,0.6872567471478845,0.09897830104377307,4957.164737482741,5015.677491781789
0,18,4,28.2406802413906,27.308077626190677,5.828744023712569,0.7049939116007601,0.717080241522419,0.08177442195054707,4923.755636406249,5079.45315342913
0,18,5,34.56747095997806,32.8913778931918,7.945551629894657,0.6857477876186234,0.6988132755466406,0.093454662075075,4969.899011766453,5003.836558273452
0,18,6,26.753164517589497,25.910959980499896,4.882316115991357,0.7063505628732176,0.7226376223886843,0.0835966990802597,4886.123251907028,5126.665392238624
0,18,7,26.6549130182018,25.986046822451975,4.693005995394897,0.6654335866161539,0.6727870469718815,0.09904777545789968,5124.874565825792,4872.879445412221
0,18,8,29.566105707179748,28.46406517901309,6.130887318697546,0.5989991442092418,0.6170520316301711,0.11489607263272927,5146.827119163051,4853.962801030538
0,18,9,24.954343173645878,24.31284791980991,4.282820973823098,0.6993790807343198,0.7135138302433176,0.08044003916185682,4968.713061492258,5005.964616720764
0,18,10,31.49784787309716,30.800752986129364,5.747184520725311,0.6591713266104844,0.6763502553657958,0.0873492938025088,5102.414409068545,4896.494472364369
0,20,1,30.464086302264736,29.378855134835987,5.983523849825943,0.6153267727719949,0.6122454022677879,0.0840803547157599,4831.9994542020095,4925.02842946772
0,20,2,31.53689980638874,30.958626057204093,6.067217144221579,0.5922627663407939,0.6218056632160758,0.1349045826714922,4898.749027968038,4870.325814473029
0,20,3,25.563609929845388,25.069262400544805,4.443253371764305,0.6673457929353563,0.6770640382268827,0.09468000121219018,4850.599684755855,4909.866130438819
0,20,4,27.853705190858605,26.9252623811077,5.388000426129498,0.6532352034294091,0.6658188766333843,0.10217491929094054,4817.88901091425,4970.10895850487
0,20,5,32.53041384679164,31.60184647045238,6.0804746863330426,0.6720104411113997,0.6830110360082828,0.09085866021806492,4863.556834414175,4895.788356161771
0,20,6,29.108528028513177,28.226832222309504,5.332354805628323,0.6297423505848023,0.6471012711073596,0.10164532968606495,4779.015480681125,5019.89767633885
0,20,7,28.313300253406652,27.738335005291507,4.591316181856511,0.6266191484879226,0.638127124675524,0.0935899853765301,5015.819170109147,4768.133262257785
0,20,8,27.477724883550852,27.09428406508364,4.411909959478881,0.626720633790447,0.632005354761657,0.08499922438535627,5040.245647439789,4745.568618011467
0,20,9,29.894447674673003,28.96581260338406,5.735715657828285,0.6106591317719156,0.6300942947657091,0.09727891772332442,4861.784178588431,4900.944288523091
0,20,10,27.519722524141294,26.531424848994686,5.798228404249095,0.7193082599315042,0.7267915820886002,0.07538175952919823,4991.402630103052,4790.913104895925
0,22,1,30.155663085308337,29.575902529377238,4.6009947725676765,0.6071927487515999,0.6192077358851622,0.08692018900214535,4731.072603886852,4825.207089319818
0,22,2,28.762144350449056,28.212757912623637,4.460573640647772,0.6195385536522136,0.6269982711026925,0.08578374424254395,4796.085931641629,4768.939913519655
0,22,3,30.08913069126883,28.532374018486173,6.480261579245494,0.5844992527661441,0.5985869176359098,0.11507663265646505,4749.5468756671335,4807.402735209271
0,22,4,28.860061229120937,27.712694585683828,5.916808121907675,0.6630705404355958,0.67129651548292,0.08544366703920239,4718.03728321127,4867.384374937602
0,22,5,34.251206159515675,33.17660799451302,7.038188122885075,0.6110173021786841,0.6137707487662746,0.09052705384422154,4760.094046606291,4791.819070145948
0,22,6,31.162850549644716,29.92143910385761,6.534593490099643,0.6062117654776016,0.6225147222552927,0.1097785878801612,4678.13363861351,4916.728210929016
0,22,7,28.199758143676636,27.293386324960217,5.400138365347995,0.6537052462375391,0.667210931806958,0.09049145064794592,4910.590504264927,4668.418897241928
0,22,8,27.56088901991969,27.164189864059402,4.166308813342195,0.6452190268519377,0.6545951644295505,0.08089398272873341,4937.168872106924,4644.1783633109635
0,22,9,28.290050407076716,27.747487708310672,4.294650836473489,0.6375974933121135,0.6478007302636253,0.07748367190515476,4760.217955169002,4800.41053879638
0,22,10,31.372794852236122,30.092796534072388,7.253280461608811,0.6362350247351884,0.6464362282481114,0.0871364486031793,4884.7550415332535,4691.788753634413
0,24,1,28.58055811263121,28.03380321802065,4.6449040194886395,0.6550360682189938,0.6656158492834479,0.08423036917372645,4634.945216265912,4727.087681594596
0,24,2,28.669548386054476,28.021329390945183,4.993665893214402,0.6233985503743406,0.6403824367134192,0.09858769800367423,4696.302372129179,4674.7533224878725
0,24,3,33.39363809141438,32.17868442142843,7.0924663803062815,0.5775021689859461,0.5792783759084819,0.10364567106307335,4652.176764808224,4709.153235930272
0,24,4,26.842213819687824,26.419069911645288,4.0303279241573335,0.662230756300623,0.6757711202724126,0.08382435921947734,4620.706954164058,4769.431301194075
0,24,5,32.46238415914647,31.290672558342948,6.308739578598131,0.626816317464253,0.6394819264663987,0.09172535929350185,4663.972927400612,4691.816741269393
0,24,6,29.740065155723205,28.602411930882496,5.238797340844452,0.6268320010537716,0.642653980955467,0.0969015782923342,4582.507642272706,4815.521256199258
0,24,7,29.139055478331453,27.972873593258143,6.570536334797665,0.6527839090855754,0.6603561911472613,0.08613551606850278,4811.565495797469,4573.186552754775
0,24,8,27.625806872867415,26.83522252629387,4.744042077144297,0.6290861346403211,0.630488910847947,0.09382049993444815,4838.28762532614,4547.886058795669
0,24,9,28.65808091200437,27.686379513830865,5.186796671749093,0.6262148320737487,0.6379003289469529,0.09774912673541614,4660.576682901694,4705.012638328741
0,24,10,28.647297994178686,28.303834995822832,4.601340004244893,0.6594524933505038,0.6690359274865607,0.07730853907819804,4784.003062772614,4595.846283780627
0,26,1,27.68382284250515,27.066265661613016,3.986314501118923,0.6479179979742852,0.6520397340594271,0.07189510599606912,4544.376907996344,4631.768030271089
0,26,2,28.366064690059254,27.676419348613926,5.148306998137756,0.6345341932484628,0.6445743317854475,0.09205049066958529,4599.509474312088,4582.5928494119
0,26,3,28.09087391499764,27.967089133558133,4.517242683252047,0.6038411503805093,0.6083845536672278,0.09495395666734732,4558.859404205774,4616.63081670166
0,26,4,28.947957919214414,28.414809677008076,4.532079707767862,0.6490942958934377,0.6634208624625186,0.0865014360075323,4528.561811216978,4674.023483234465
0,26,5,35.1930453614513,34.52315937878983,5.898994765067177,0.5904216087526694,0.6008704770556248,0.10082199935644565,4572.368304144089,4600.553719009593
0,26,6,29.194360387685276,28.4832072847731,5.297937929067712,0.6141248662374558,0.6232120268269927,0.08766489728112227,4488.684173966341,4723.263956489285
0,26,7,30.316097700366537,29.296761742626707,5.840749958525923,0.5952416418265184,0.6023658581350989,0.09625423410547441,4717.351483636502,4481.757700117362
0,26,8,27.679114941247498,26.754922609666963,5.175893350249207,0.6217894666458345,0.6421061139764587,0.10707089593002139,4742.639008249627,4456.440888835973
0,26,9,31.333782355331508,30.605228752681455,6.1718943932312404,0.5862523501103724,0.5910784989701052,0.11226809401453683,4564.085790234571,4612.798092876057
